[05-Jun-2016 11:57:06 Europe/Paris] PHP Fatal error:  Call to undefined method CustomerManager::getSubList() in E:\EasyPHP\data\localweb\clim\module\client\update_client.php on line 23 
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:32:28 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: date in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 28
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:33:49 Europe/Paris] PHP Notice:  Undefined index: customerId in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 49
[05-Feb-2017 10:36:28 Europe/Paris] PHP Notice:  Undefined variable: day in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 61
[05-Feb-2017 10:45:05 Europe/Paris] PHP Notice:  Undefined variable: Day in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 34
[05-Feb-2017 10:45:05 Europe/Paris] PHP Fatal error:  Call to a member function format() on a non-object in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 34
[05-Feb-2017 10:46:10 Europe/Paris] PHP Notice:  Undefined variable: day in E:\EasyPHP\data\localweb\clim\status\inc\show_status.php on line 63
[05-Feb-2017 19:56:04 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\status\class\StatusClient.php on line 44
[05-Feb-2017 20:18:27 Europe/Paris] PHP Notice:  Undefined index: statusId in E:\EasyPHP\data\localweb\clim\status\proc\set_status.php on line 30
[05-Feb-2017 20:18:27 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\status\proc\set_status.php on line 33
[05-Feb-2017 20:19:40 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\status\proc\set_status.php on line 33
[06-Feb-2017 20:19:46 Europe/Paris] PHP Notice:  Undefined variable: StatusManager in E:\EasyPHP\data\localweb\clim\status\proc\addStatus.php on line 22
[06-Feb-2017 20:19:46 Europe/Paris] PHP Fatal error:  Class name must be a valid object or a string in E:\EasyPHP\data\localweb\clim\status\proc\addStatus.php on line 22
[06-Feb-2017 20:19:56 Europe/Paris] PHP Notice:  Undefined variable: StatusManager in E:\EasyPHP\data\localweb\clim\status\proc\addStatus.php on line 22
[06-Feb-2017 20:19:56 Europe/Paris] PHP Fatal error:  Class name must be a valid object or a string in E:\EasyPHP\data\localweb\clim\status\proc\addStatus.php on line 22
[13-Feb-2017 21:04:30 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/product/class/Mark.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\equipment\proc\addMark.php on line 17
[13-Feb-2017 21:04:30 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/product/class/Mark.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\equipment\proc\addMark.php on line 17
[13-Feb-2017 21:04:30 Europe/Paris] PHP Fatal error:  Class 'Mark' not found in E:\EasyPHP\data\localweb\clim\equipment\proc\addMark.php on line 18
[13-Feb-2017 21:05:17 Europe/Paris] PHP Notice:  Undefined variable: CategoryManager in E:\EasyPHP\data\localweb\clim\equipment\proc\addMark.php on line 23
[13-Feb-2017 21:05:17 Europe/Paris] PHP Fatal error:  Call to a member function addMark() on a non-object in E:\EasyPHP\data\localweb\clim\equipment\proc\addMark.php on line 23
[14-Feb-2017 18:55:22 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/module/product/class/Product.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:55:22 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/module/product/class/Product.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:55:22 Europe/Paris] PHP Fatal error:  Class 'Product' not found in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 18
[14-Feb-2017 18:56:32 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/module/product/class/Product.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:56:32 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/module/product/class/Product.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:56:32 Europe/Paris] PHP Fatal error:  Class 'Product' not found in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 18
[14-Feb-2017 18:57:43 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/module/product/class/Product.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:57:43 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/module/product/class/Product.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:57:43 Europe/Paris] PHP Fatal error:  Class 'Product' not found in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 18
[14-Feb-2017 18:58:41 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/module/product/class/Product.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:58:41 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/module/product/class/Product.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 17
[14-Feb-2017 18:58:41 Europe/Paris] PHP Fatal error:  Class 'Product' not found in E:\EasyPHP\data\localweb\clim\equipment\proc\new_product.php on line 18
[14-Feb-2017 19:25:52 Europe/Paris] PHP Notice:  Undefined index: frigo in E:\EasyPHP\data\localweb\clim\equipment\class\Category.php on line 13
[14-Feb-2017 21:40:51 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 40
[14-Feb-2017 21:41:10 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 40
[14-Feb-2017 21:43:45 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 40
[14-Feb-2017 21:48:13 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 29
[14-Feb-2017 21:49:32 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 29
[15-Feb-2017 17:53:35 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\equipment\product.php on line 38
[15-Feb-2017 18:27:38 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 61
[15-Feb-2017 18:29:41 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 61
[15-Feb-2017 18:30:13 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 40
[15-Feb-2017 18:30:13 Europe/Paris] PHP Notice:  Undefined index: mark in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 43
[15-Feb-2017 18:30:13 Europe/Paris] PHP Notice:  Undefined index: description in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 46
[15-Feb-2017 18:30:13 Europe/Paris] PHP Notice:  Undefined index: category_id in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 52
[15-Feb-2017 18:31:04 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 40
[15-Feb-2017 18:31:04 Europe/Paris] PHP Notice:  Undefined index: mark in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 43
[15-Feb-2017 18:31:04 Europe/Paris] PHP Notice:  Undefined index: description in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 46
[15-Feb-2017 18:31:04 Europe/Paris] PHP Notice:  Undefined index: category_id in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 52
[15-Feb-2017 18:45:13 Europe/Paris] PHP Notice:  Undefined index: productName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 41
[15-Feb-2017 18:45:13 Europe/Paris] PHP Notice:  Undefined index: mark in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 44
[15-Feb-2017 18:45:13 Europe/Paris] PHP Notice:  Undefined index: description in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 47
[15-Feb-2017 18:45:13 Europe/Paris] PHP Notice:  Undefined index: category_id in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 53
[15-Feb-2017 18:45:39 Europe/Paris] PHP Notice:  Undefined index: productName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 41
[15-Feb-2017 18:45:39 Europe/Paris] PHP Notice:  Undefined index: mark in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 44
[15-Feb-2017 18:45:39 Europe/Paris] PHP Notice:  Undefined index: description in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 47
[15-Feb-2017 18:45:39 Europe/Paris] PHP Notice:  Undefined index: category_id in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 53
[15-Feb-2017 18:46:27 Europe/Paris] PHP Notice:  Undefined index: mark in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 44
[15-Feb-2017 18:46:27 Europe/Paris] PHP Notice:  Undefined index: category_id in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 53
[15-Feb-2017 18:53:56 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: no parameters were bound in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 63
[15-Feb-2017 18:59:31 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: no parameters were bound in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 63
[15-Feb-2017 19:01:56 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: no parameters were bound in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 63
[15-Feb-2017 19:10:39 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: no parameters were bound in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 63
[15-Feb-2017 19:11:55 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: no parameters were bound in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 63
[15-Feb-2017 19:16:48 Europe/Paris] PHP Notice:  Undefined variable: categoryId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:16:48 Europe/Paris] PHP Notice:  Undefined variable: markId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:17:18 Europe/Paris] PHP Notice:  Undefined variable: categoryId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:17:18 Europe/Paris] PHP Notice:  Undefined variable: markId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:17:51 Europe/Paris] PHP Notice:  Undefined variable: categoryId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:19:10 Europe/Paris] PHP Notice:  Undefined variable: markId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:19:11 Europe/Paris] PHP Notice:  Undefined variable: categoryId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:19:11 Europe/Paris] PHP Notice:  Undefined variable: markId in E:\EasyPHP\data\localweb\clim\equipment\class\ProductManager.php on line 62
[15-Feb-2017 19:24:52 Europe/Paris] PHP Notice:  Undefined variable: markList in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 47
[15-Feb-2017 19:25:25 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:25:25 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:25:25 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:25:25 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:25:25 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:20 Europe/Paris] PHP Notice:  Undefined index: markName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:58 Europe/Paris] PHP Notice:  Undefined index: markId in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
[15-Feb-2017 19:27:58 Europe/Paris] PHP Notice:  Undefined index: markName in E:\EasyPHP\data\localweb\clim\equipment\update_product.php on line 49
